627,1404808.535,2200216.173,1090.462,CM6
628,1404817.638,2200220.116,1089.808,CM6 CPED
629,1404816.891,2200219.943,1089.833,CM8
630,1404817.123,2200220.389,1089.820,CM9
631,1404802.845,2200223.530,1090.613,CM9
632,1404801.962,2200222.463,1090.709,CM8
633,1404804.907,2200226.123,1090.213,GY
634,1404814.457,2200224.006,1088.697,DI-D
635,1404850.514,2200285.472,1092.536,CM10
636,1404843.682,2200273.517,1092.186,CM10
637,1404838.756,2200264.657,1091.733,CM10
638,1404836.006,2200254.360,1091.745,TP-ARM
639,1404833.055,2200244.841,1091.502,CM10-2F
640,1404827.342,2200230.038,1091.108,CM10
641,1404816.331,2200222.322,1089.157,CM10
642,1404806.707,2200214.383,1090.347,CM10
643,1404794.495,2200197.005,1090.529,CM10
644,1404790.981,2200192.897,1090.383,CM10 CM5
645,1404795.602,2200219.218,1090.982,CM11
646,1404789.743,2200202.490,1091.016,CM11-CATV
647,1404788.066,2200190.800,1090.208,CM11
648,1404785.737,2200180.600,1090.382,CM11
649,1404784.627,2200180.900,1090.475,CM-MKR
650,1404786.482,2200168.407,1088.305,CM11
651,1404789.011,2200156.783,1086.703,CM11
652,1404790.519,2200145.693,1085.829,CM11
653,1404791.126,2200130.942,1084.908,CM11
654,1404790.525,2200116.559,1083.975,CM11
655,1404787.739,2200100.992,1083.362,CM11 C4
656,1404803.929,2200181.624,1089.183,CI-D2
657,1404793.469,2200188.499,1089.926,GL4 PT-30CG/24LB
658,1404780.647,2200192.411,1090.824,GL4-24LB
659,1404776.685,2200206.437,1091.850,PN8
660,1404804.756,2200198.201,1090.302,PN8 STP2
661,1404807.413,2200210.051,1089.927,STP2
662,1404778.822,2200218.032,1091.527,GL5-24LB
663,1404795.079,2200213.318,1090.378,GL5 PC
664,1404799.814,2200212.677,1090.113,GL5-24LB/30CG
665,1404811.274,2200211.940,1089.811,DI-D1
666,1404819.985,2200216.511,1090.422,TSB
667,1404822.467,2200213.745,1089.873,GL5-N
668,1404828.157,2200216.542,1089.917,GL5
669,1404830.616,2200219.515,1090.153,GL5-N
670,1404834.032,2200226.625,1090.538,GL5 PT
671,1404829.354,2200215.014,1089.961,XW3
672,1404820.574,2200210.976,1089.933,XW4
673,1404822.767,2200192.716,1089.546,XW3
674,1404815.963,2200170.379,1088.748,XW3
675,1404810.539,2200177.952,1089.060,XW4
676,1404821.000,2200167.726,1088.532,G5
677,1404825.587,2200165.723,1088.398,W6
